0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
-0.17533563077449799,0.04383837431669235,0.33040565252304077,0.2452695518732071,0.023405741900205612,-0.128244087100029,-0.22396814823150635,-0.07726474106311798,0.1474706083536148,0.13675348460674286,-0.01386516634374857,-0.27299395203590393,-0.5100577473640442,-0.3944096863269806,-0.11281990259885788,0.07561282813549042,0.23272381722927094,0.27741655707359314,0.12957291305065155,-0.2169281244277954,-0.5027902722358704,-0.3068794906139374,0.0479121208190918,0.12479464709758759,0.1095903068780899,0.04258522391319275,-0.06418313831090927,0.005035097245126963,0.09594689309597015,-0.009560900740325451,-0.11897733807563782,-0.06376591324806213,-0.044385042041540146,-0.2481464147567749,-0.41620689630508423,-0.2607194483280182,-0.028762925416231155,0.024662842974066734,-0.006929191295057535,-0.1359688639640808,-0.2170959711074829,0.07544279098510742,0.42936190962791443,0.4211202561855316,0.3505867123603821,0.47706863284111023,0.48375368118286133,0.119313083589077
-0.021348802372813225,-0.009259922429919243,0.12676282227039337,0.39705124497413635,0.4714377224445343,-0.18576987087726593,-0.7895996570587158,-0.24585743248462677,0.4745931625366211,0.28065061569213867,-0.1563747525215149,-0.4297701418399811,-0.6191571950912476,-0.3246992528438568,0.11947806179523468,0.07823282480239868,-0.07234416157007217,-0.011224078945815563,-0.0623951219022274,-0.3938896656036377,-0.613745391368866,-0.2980663776397705,0.1395208090543747,0.1994471251964569,0.12924110889434814,0.05460532754659653,-0.05577806010842323,-0.0090731680393219,0.09072292596101761,0.05628397315740585,-0.06458074599504471,-0.3024904429912567,-0.5830039978027344,-0.7218102216720581,-0.7036466002464294,-0.4789940416812897,-0.20727570354938507,-0.20242007076740265,-0.3109823167324066,-0.3569263815879822,-0.3073538839817047,0.043629687279462814,0.3696683645248413,0.13777469098567963,-0.04671093821525574,0.5601823329925537,1.0616997480392456,0.44718876481056213
-0.024676794186234474,0.043768662959337234,0.16650409996509552,0.23090440034866333,0.20353494584560394,-0.0004514617321547121,-0.1641208827495575,0.07009107619524002,0.3528364896774292,0.24267642199993134,-0.019957253709435463,-0.2771848738193512,-0.47473081946372986,-0.3255688548088074,-0.04155341908335686,0.0193778183311224,0.03532730042934418,0.10701514780521393,0.0876423716545105,-0.06944555789232254,-0.18128818273544312,-0.022236138582229614,0.18866531550884247,0.17013753950595856,0.04702840745449066,-0.1257765293121338,-0.2678609788417816,-0.1317148506641388,0.07066529244184494,0.026197316125035286,-0.0858149453997612,-0.1394326388835907,-0.23761753737926483,-0.3818027675151825,-0.4233303666114807,-0.19986815750598907,0.06341150403022766,0.04932096600532532,-0.050899483263492584,-0.05815824493765831,-0.0016727086622267962,0.2344176024198532,0.43989264965057373,0.24108360707759857,0.04858408495783806,0.3779052793979645,0.6580845713615417,0.263197660446167
-0.256804883480072,0.16451022028923035,0.724130392074585,0.7428099513053894,0.4369407892227173,-0.11019865423440933,-0.5264453887939453,0.03791079670190811,0.780029833316803,0.5635005235671997,0.012334311380982399,-0.43252450227737427,-0.8237709403038025,-0.7007213830947876,-0.2648572623729706,0.03280428797006607,0.25458285212516785,0.24440857768058777,-0.025603802874684334,-0.4100288152694702,-0.6719148755073547,-0.36925679445266724,0.11931651830673218,0.20983435213565826,0.08600810915231705,-0.23805320262908936,-0.5213416814804077,-0.15101991593837738,0.30639031529426575,0.07516607642173767,-0.3349669575691223,-0.5138183832168579,-0.7325538396835327,-1.012797474861145,-1.0314390659332275,-0.5026574730873108,0.04916183277964592,-0.11363911628723145,-0.44080212712287903,-0.31895530223846436,-0.023207150399684906,0.4311387538909912,0.8093873858451843,0.5005433559417725,0.23139025270938873,1.0141228437423706,1.6090576648712158,0.5630489587783813
-0.05239143595099449,0.06296598166227341,0.22827696800231934,0.22341346740722656,0.13269579410552979,0.015465312637388706,-0.028154870495200157,0.24771782755851746,0.5258685946464539,0.3402620255947113,-0.019453641027212143,-0.2746867835521698,-0.44472283124923706,-0.3290897011756897,-0.09671565145254135,-0.10386872291564941,-0.1603720784187317,-0.11129522323608398,-0.08647425472736359,-0.10502499341964722,-0.10767818987369537,-0.07033806294202805,-0.018704378977417946,0.02016296610236168,0.010448766872286797,-0.11617875099182129,-0.19078151881694794,0.03961050510406494,0.24756012856960297,0.006656713783740997,-0.29720577597618103,-0.24698182940483093,-0.17143800854682922,-0.32675543427467346,-0.4412805736064911,-0.3257905840873718,-0.15214009582996368,-0.0454997792840004,-0.01951647736132145,-0.18838846683502197,-0.2886516749858856,0.1141415387392044,0.5595270395278931,0.460731565952301,0.29400956630706787,0.5143351554870605,0.6272000074386597,0.21128308773040771
-0.022350337356328964,0.03842693939805031,0.11777237057685852,0.08326252549886703,-0.0315885990858078,-0.1863303780555725,-0.2616262435913086,-0.025903649628162384,0.23720194399356842,0.11595438420772552,-0.12480487674474716,-0.23424595594406128,-0.2934774160385132,-0.2169799506664276,-0.06513034552335739,-0.030257979407906532,-0.03368953615427017,-0.016819583252072334,-0.041432514786720276,-0.1082381159067154,-0.1613072007894516,-0.13972163200378418,-0.06617546826601028,0.02981337532401085,0.09351766109466553,0.012520632706582546,-0.0982649177312851,-0.06576530635356903,-0.001879784744232893,-0.00430607283487916,-0.025725997984409332,-0.08169592916965485,-0.1590118706226349,-0.1976248174905777,-0.20025746524333954,-0.15965794026851654,-0.10104268789291382,-0.087192103266716,-0.12213557213544846,-0.2204543799161911,-0.25569242238998413,-0.0166469719260931,0.2484794706106186,0.20128567516803741,0.08840931951999664,0.14869724214076996,0.1920120269060135,0.11236951500177383
-0.16295866668224335,-0.022218994796276093,0.16064555943012238,0.13452966511249542,0.04278464987874031,-0.01927764341235161,-0.06329265981912613,0.012143060564994812,0.12274505943059921,0.11228509992361069,0.034370049834251404,-0.08972587436437607,-0.2136143445968628,-0.19971519708633423,-0.10468865185976028,-0.009393655695021152,0.07098259776830673,0.044940926134586334,-0.05367669835686684,-0.14666882157325745,-0.19000473618507385,-0.06972124427556992,0.09556940197944641,0.10689115524291992,0.04247875139117241,-0.05226804316043854,-0.1543879508972168,-0.13728444278240204,-0.0543891005218029,0.00777168245986104,0.03761465847492218,-0.04639500379562378,-0.1865883767604828,-0.2678157091140747,-0.2736439108848572,-0.13320735096931458,0.027645014226436615,-0.020833605900406837,-0.12134546041488647,-0.0962211936712265,-0.02121218480169773,0.11030515283346176,0.235136479139328,0.18515479564666748,0.11723585426807404,0.24277882277965546,0.3277525007724762,0.12299945950508118
-0.14706172049045563,0.04319172725081444,0.3622373044490814,0.37382322549819946,0.2217426747083664,-0.07789041101932526,-0.3304356634616852,-0.06226986646652222,0.3143690824508667,0.23309426009655,-0.025054875761270523,-0.3041614592075348,-0.5689480304718018,-0.5059844255447388,-0.25619181990623474,-0.06883962452411652,0.08933217078447342,0.10425820201635361,-0.02472822554409504,-0.1982121467590332,-0.32904186844825745,-0.2225225418806076,0.011220302432775497,0.18227846920490265,0.23828619718551636,-0.005147229880094528,-0.2887144982814789,-0.16370421648025513,0.010851630941033363,-0.16561119258403778,-0.36581695079803467,-0.3447968065738678,-0.3342299163341522,-0.47903454303741455,-0.5535139441490173,-0.3495478332042694,-0.10130011290311813,-0.06850982457399368,-0.13459360599517822,-0.24309927225112915,-0.24563626945018768,0.19625438749790192,0.6657648086547852,0.5568209886550903,0.355469673871994,0.5718503594398499,0.7018588185310364,0.32333630323410034
-0.26258590817451477,0.06655555963516235,0.5093846321105957,0.5095006227493286,0.3486332595348358,0.1431414633989334,-0.017632830888032913,0.24963821470737457,0.5920895338058472,0.4755651652812958,0.09260217100381851,-0.48416391015052795,-0.9680210947990417,-0.7016805410385132,-0.14624367654323578,0.042389146983623505,0.13089510798454285,0.15762120485305786,-0.03273065388202667,-0.36872267723083496,-0.5441476106643677,-0.11179649829864502,0.4219454526901245,0.3213275074958801,-0.026769358664751053,-0.3246331214904785,-0.5449966788291931,-0.29448673129081726,0.08165055513381958,-0.01754074916243553,-0.2404371201992035,-0.3003559112548828,-0.43650227785110474,-0.7100829482078552,-0.7791738510131836,-0.27310577034950256,0.29548487067222595,0.23119662702083588,-0.04103996977210045,-0.12455777823925018,-0.09124983847141266,0.3018115162849426,0.7054135799407959,0.4571053087711334,0.22788937389850616,0.8293747901916504,1.237555742263794,0.31885141134262085
-0.16852271556854248,-0.016384929418563843,0.19316817820072174,0.21813035011291504,0.14375992119312286,-0.03119521588087082,-0.14979255199432373,0.12424454092979431,0.44327792525291443,0.32818177342414856,0.03870244696736336,-0.23146198689937592,-0.43089354038238525,-0.2575712203979492,0.03694244846701622,0.02283398061990738,-0.05888441577553749,-0.028540022671222687,-0.05422449856996536,-0.17620326578617096,-0.21588996052742004,0.010206690058112144,0.24809612333774567,0.1591758131980896,-0.04703330248594284,-0.17647500336170197,-0.23949040472507477,-0.08283580094575882,0.15478208661079407,0.19602659344673157,0.09868581593036652,-0.14379683136940002,-0.4409378170967102,-0.5365814566612244,-0.4595668315887451,-0.22703999280929565,0.011032704263925552,-0.08434157073497772,-0.273288369178772,-0.22850780189037323,-0.07826517522335052,0.17156913876533508,0.38042110204696655,0.20191682875156403,0.032087404280900955,0.41947993636131287,0.736335039138794,0.26627102494239807
