0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
1.0,1.142857143,0.571428571,0.28571428600000004,0.428571429,-2.92e-17,-1.24e-17,-2.78e-17,0.14285714300000002,0.14285714300000002,0.571428571,1.0,1.571428571,8.571428571,12.14285714,22.14285714,28.28571429,42.14285714,22.28571429,10.57142857,10.71428571,9.571428571,9.285714286000001,16.28571429,15.0,15.71428571,17.0,11.14285714,11.28571429,8.571428571,10.28571429,9.571428571,10.42857143,14.71428571,14.57142857,27.28571429,31.85714286,29.42857143,26.57142857,22.85714286,22.28571429,19.42857143,14.42857143,14.28571429,15.0,7.714285714,3.571428571,2.285714286
2.0,1.0,0.14285714300000002,-6.34e-17,9.909999999999998e-19,-5.4e-17,-2.06e-17,0.428571429,0.28571428600000004,0.28571428600000004,1.142857143,1.857142857,3.857142857,9.428571429,25.57142857,35.0,41.14285714,35.14285714,24.14285714,18.85714286,13.28571429,12.71428571,13.71428571,17.42857143,24.0,20.0,16.71428571,14.14285714,17.14285714,13.0,12.71428571,13.71428571,17.57142857,24.42857143,38.42857143,61.71428571,73.14285714,37.28571429,31.57142857,26.71428571,23.14285714,19.0,18.28571429,14.28571429,13.14285714,7.714285714,5.571428571,3.142857143
0.28571428600000004,0.14285714300000002,-1.58e-17,-7.56e-18,0.14285714300000002,-1.09e-17,-3.87e-17,-6.879999999999999e-17,-1.21e-16,-6.79e-17,2.0,4.1428571430000005,8.857142857000001,18.57142857,22.14285714,17.71428571,11.85714286,11.0,4.571428571,5.714285714,4.714285714,4.428571429,6.0,6.142857143,9.571428571,7.285714286,6.285714286,7.142857143,5.428571429,6.428571429,6.142857143,4.571428571,8.285714286000001,6.714285714,12.28571429,15.28571429,15.0,13.42857143,11.42857143,10.42857143,9.714285713999999,8.285714286000001,8.0,7.0,5.1428571430000005,4.1428571430000005,1.428571429,1.0
0.7142857140000001,1.0,0.571428571,0.28571428600000004,0.28571428600000004,0.571428571,0.571428571,0.28571428600000004,0.428571429,0.14285714300000002,0.14285714300000002,0.571428571,4.1428571430000005,8.571428571,13.0,19.42857143,15.14285714,11.42857143,7.714285714,6.857142857,5.0,6.571428571,5.0,8.285714286000001,10.0,9.142857142999999,9.142857142999999,9.857142857000001,6.714285714,7.428571429,6.428571429,8.857142857000001,9.0,12.28571429,10.28571429,12.71428571,11.28571429,9.857142857000001,10.0,7.714285714,6.714285714,5.1428571430000005,4.285714286,5.1428571430000005,2.857142857,2.285714286,2.142857143,0.7142857140000001
2.142857143,0.857142857,0.571428571,0.857142857,0.571428571,-3.5700000000000006e-17,0.14285714300000002,-1.08e-16,0.14285714300000002,-1.39e-17,0.571428571,1.571428571,6.285714286,12.42857143,31.14285714,50.71428571,45.14285714,37.57142857,21.42857143,20.14285714,18.57142857,18.85714286,20.42857143,23.14285714,24.71428571,21.85714286,22.57142857,17.57142857,21.0,17.28571429,21.42857143,21.0,28.57142857,35.14285714,45.57142857,68.0,74.42857143,73.71428571,55.28571429,41.14285714,32.71428571,26.57142857,23.71428571,19.42857143,18.0,9.714285713999999,4.571428571,3.428571429
0.428571429,-3.17e-17,-2.7699999999999996e-17,-9.54e-18,3.61e-18,-1.61e-18,-7.31e-18,7.190000000000001e-18,-2.23e-18,-2.78e-17,0.14285714300000002,0.14285714300000002,2.0,8.0,10.57142857,12.57142857,14.85714286,15.0,8.0,4.714285714,3.857142857,3.0,3.714285714,2.5714285709999998,6.428571429,6.0,4.0,4.285714286,4.0,5.1428571430000005,3.857142857,4.285714286,4.285714286,8.714285713999999,16.0,25.42857143,41.28571429,42.85714286,41.28571429,24.57142857,18.0,14.14285714,8.714285713999999,8.0,4.571428571,2.857142857,2.857142857,0.857142857
0.28571428600000004,0.28571428600000004,-3.5700000000000006e-17,0.14285714300000002,0.14285714300000002,0.14285714300000002,-9.660000000000001e-18,-6.44e-17,0.14285714300000002,0.14285714300000002,0.14285714300000002,3.285714286,4.428571429,16.71428571,16.71428571,10.28571429,5.571428571,3.571428571,1.571428571,2.142857143,1.285714286,1.428571429,1.857142857,2.285714286,2.142857143,3.714285714,1.428571429,2.4285714290000002,3.142857143,1.428571429,2.714285714,2.142857143,3.0,3.714285714,4.285714286,6.142857143,6.428571429,6.571428571,8.714285713999999,6.0,3.857142857,4.714285714,4.285714286,3.142857143,2.285714286,1.0,0.28571428600000004,0.28571428600000004
1.0,1.0,0.428571429,0.28571428600000004,0.28571428600000004,-4.26e-17,0.28571428600000004,-7.580000000000001e-17,-1.04e-16,0.14285714300000002,0.571428571,2.5714285709999998,4.1428571430000005,12.14285714,20.0,33.71428571,29.14285714,26.85714286,12.85714286,12.85714286,10.71428571,10.14285714,13.85714286,22.57142857,29.71428571,22.14285714,18.57142857,12.14285714,11.14285714,10.0,12.42857143,13.57142857,16.14285714,18.42857143,33.28571429,31.28571429,32.57142857,24.28571429,22.28571429,15.0,12.42857143,14.71428571,12.42857143,9.285714286000001,7.0,4.8571428569999995,1.0,1.285714286
2.5714285709999998,1.428571429,1.428571429,0.571428571,0.28571428600000004,0.28571428600000004,0.14285714300000002,-1.24e-16,0.28571428600000004,0.428571429,0.428571429,3.571428571,8.857142857000001,16.71428571,42.28571429,46.28571429,35.42857143,32.85714286,24.42857143,15.14285714,18.28571429,13.85714286,11.71428571,17.28571429,17.28571429,17.14285714,13.14285714,15.42857143,12.71428571,11.85714286,13.0,15.71428571,15.85714286,18.28571429,23.0,25.85714286,33.85714286,25.85714286,25.42857143,22.42857143,20.71428571,18.28571429,16.71428571,13.85714286,8.857142857000001,7.428571429,6.714285714,3.142857143
0.857142857,0.7142857140000001,0.28571428600000004,0.428571429,0.571428571,0.28571428600000004,0.571428571,-5.55e-17,-4.81e-17,-2.2799999999999996e-16,0.571428571,2.4285714290000002,3.428571429,13.28571429,24.14285714,27.57142857,20.14285714,16.57142857,7.142857143,6.0,5.285714286,4.8571428569999995,5.1428571430000005,4.428571429,8.714285713999999,8.0,9.142857142999999,8.0,7.428571429,4.0,5.1428571430000005,5.714285714,11.0,12.71428571,9.857142857000001,12.28571429,14.14285714,15.71428571,17.0,14.57142857,13.42857143,11.14285714,11.57142857,9.0,8.285714286000001,4.714285714,2.857142857,1.714285714
