0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
-0.01413472,-0.01779281,-0.020938385,-0.017107068,-0.006852395,0.010174864,0.026108693,0.026498741,0.019721299,0.016831681,0.010335337,-0.003032242,-0.010446296,0.001567499,0.029911269,0.071801059,0.098980904,0.063956715,0.013863686,0.01572098,0.030619025,0.02871752,0.036354095,0.059152633,0.07547617,0.066648751,0.048753783,0.041669589,0.032376252,0.012884961,0.001915206,0.016804704,0.039625209,0.048401631,0.050539222,0.047207203,0.039334148,0.038786076,0.042116918,0.045080565,0.049841706,0.053763442,0.048675921,0.024080591,-0.000639977,0.003301786,0.010939759,-0.007078518
0.004657944,0.007041183,0.010232761,0.037725873,0.051039327,-0.003641668,-0.065767147,-0.061302751,-0.031306427,-0.006869291,0.014566464,0.000693506,-0.022483854,-0.005850794,0.026643502,0.058722205,0.081197977,0.058365591,0.016978227,0.000292483,-0.00213287,0.013793648,0.035112854,0.023873936,0.009708439,0.03007373,0.046246283,0.021873463,-0.001056369,0.019947497,0.045099035,0.035713945,0.027161522,0.048593752,0.075555377,0.091899306,0.096856564,0.075329408,0.049195062,0.056857847,0.069109179,0.052978598,0.031286553,0.017505916,0.002696584,-0.010854837,-0.016531626,-0.010552949
0.013172258,0.009503948,0.003545038,-0.001218406,-0.003057813,0.001027616,0.006093464,0.003363867,-0.004105469,-0.013926108,-0.020546449,-0.011715095,0.004037152,0.014106582,0.028103426,0.05330576,0.069494508,0.053553987,0.027054913,0.017066088,0.013141669,0.012655212,0.019344989,0.025772575,0.030869534,0.033102725,0.030993318,0.02572355,0.022265697,0.02924446,0.037215941,0.032554772,0.026443688,0.030035529,0.039229523,0.054829668,0.068626054,0.06384255,0.049100693,0.035557803,0.024627419,0.0268325,0.032501195,0.023346772,0.01144631,0.007898818,0.004480901,-0.001886483
0.008179188,-0.005412049,-0.016659217,-0.000301435,0.02162225,0.021868523,0.016623268,0.016082335,0.012286554,0.006610272,0.006729468,0.019540837,0.036085717,0.043081142,0.048368149,0.058915794,0.066082537,0.064068273,0.055086136,0.039253239,0.019816553,0.004223685,0.001588041,0.025176238,0.048858747,0.031881336,0.010361305,0.027770039,0.044262134,0.023850977,0.003698601,0.016113754,0.033357944,0.033211265,0.036569964,0.057332713,0.074512608,0.068766549,0.047896665,0.015995514,-0.006245729,0.020516489,0.053067859,0.029183488,-0.002651696,0.005454854,0.018537717,0.017063614
0.001641988,-0.002138672,-0.00572928,-0.005230877,-0.002732746,-0.000640059,0.00062422,-0.001531304,-0.003453493,0.001042393,0.00658452,0.00703737,0.006953388,0.009763259,0.020856487,0.050867658,0.07484898,0.055837613,0.024930298,0.020198202,0.019957531,0.012248457,0.011715236,0.021523604,0.030670317,0.028099148,0.022029245,0.02212592,0.022523286,0.020996764,0.020440755,0.020601291,0.023104532,0.031053191,0.042811938,0.056119565,0.064406596,0.056735672,0.041632816,0.031993266,0.025097148,0.023007391,0.023930168,0.019425612,0.013773509,0.0112442,0.008720844,0.005740165
0.020961333,0.016822577,0.009259977,0.008864605,0.00392106,-0.015111946,-0.028960414,-0.015240237,0.002469484,-0.004448578,-0.012305865,0.000954673,0.014781361,0.013888565,0.020252705,0.054960676,0.08347898,0.064102218,0.031679146,0.024554435,0.020201778,0.007718308,0.003755333,0.014216664,0.026790982,0.028202331,0.025840692,0.026656613,0.026143169,0.02492339,0.025009636,0.026442518,0.030602474,0.039013702,0.049749486,0.059797462,0.063626952,0.052463863,0.037209183,0.034694936,0.034295019,0.025834179,0.019238835,0.020413313,0.023138987,0.023006853,0.021685595,0.01868375
0.00061558,0.000715333,0.001165371,0.001195258,0.000887469,0.00061094,0.000442077,0.000827681,0.001372876,0.001412576,0.001362836,0.001568367,0.002183992,0.003743793,0.014135836,0.044548012,0.069733053,0.053573683,0.025216836,0.019702479,0.016629491,0.005420394,0.00330776,0.018674931,0.034885459,0.032406315,0.024164328,0.023659622,0.023256568,0.02227225,0.023129251,0.023385009,0.025114886,0.03118472,0.041026492,0.054802962,0.064458162,0.057220824,0.043117594,0.035983425,0.030336283,0.025102759,0.022422984,0.018987706,0.014611998,0.008896582,0.002719198,-0.00125269
-0.004163502,0.004658479,0.013769472,0.006862801,-0.003716277,-0.002484579,0.003321644,0.011375521,0.018594593,0.013567508,0.003534546,-0.000819314,-0.003116918,-0.002698478,0.008935376,0.039320238,0.066094935,0.056716327,0.033585854,0.023785751,0.013160115,-0.001683323,-0.003913358,0.018407948,0.04286176,0.038433388,0.025975686,0.02795958,0.027868759,0.018001419,0.013546698,0.026228834,0.039818097,0.034637578,0.031161308,0.052039877,0.070361465,0.057783738,0.039508358,0.040250238,0.041558165,0.031207964,0.022086039,0.020794539,0.019932462,0.014481233,0.007277268,-0.001012132
0.008993835,0.018064396,0.023263337,0.02247883,0.015958119,0.006552356,0.001048262,0.010527252,0.021917131,0.015519694,0.004469061,0.001215756,0.004694462,0.023048671,0.046872333,0.057568185,0.059892956,0.05577179,0.043205619,0.028042976,0.012558888,0.000112241,0.000671801,0.025866348,0.053660527,0.050601166,0.03939173,0.045464456,0.045416124,0.022813436,0.006780255,0.027405692,0.051560767,0.04015141,0.028779717,0.0523168,0.076068409,0.069890529,0.053097714,0.03644665,0.02332646,0.033106323,0.047501817,0.036204021,0.017973417,0.009064307,0.005089938,0.014178487
-0.031489834,-0.019857625,-0.007284657,-0.008722077,-0.006190743,0.015225734,0.038069751,0.044612784,0.041249022,0.02929309,0.007552204,-0.017171172,-0.028235409,-0.001677152,0.04600979,0.088702805,0.109835446,0.072301917,0.016249372,0.010025378,0.020789748,0.023351453,0.038634919,0.063852705,0.081612609,0.076310828,0.059604425,0.049146999,0.033330325,0.004996836,-0.009825043,0.017839048,0.054432087,0.055487771,0.043292083,0.033785339,0.025542311,0.03822219,0.061030775,0.072997771,0.077031583,0.066788539,0.044535805,0.022289248,0.005761181,0.007518817,0.010866665,-0.013046941
0.016810913,0.011985661,0.004574654,0.017326923,0.024192827,-7.30E-05,-0.02060895,0.00160808,0.026098318,0.007975882,-0.012691463,0.001296495,0.020561833,0.025218505,0.035672456,0.063462727,0.083334416,0.06848529,0.042631492,0.033361569,0.024005271,0.004889112,-0.001106165,0.025660008,0.054450102,0.045621257,0.031829696,0.048728816,0.057277855,0.02196664,-0.008028383,0.020549975,0.055437274,0.040037896,0.024549264,0.053358544,0.079411209,0.063093074,0.036635239,0.024665017,0.0206447,0.034816634,0.052549131,0.041750278,0.019310892,0.002825438,-0.006216581,0.00989696
